ds,yhat,yhat_lower,yhat_upper
2014-02-11,267.5963544579615,-2392.109656101147,2914.8636344498577
2014-02-12,-668.174482928091,-3566.1562941885645,1864.6912370359544
2014-02-14,672.9517326816031,-1870.771061381372,3435.282879335486
2014-02-15,226.21009205828727,-2426.8999447648107,3023.841549402286
2014-02-16,369.1546492577022,-2334.953019877135,3128.796942512368
2014-02-17,548.4308330153532,-2275.8155610797858,3117.263925857531
2014-02-18,-52.32070830553903,-2687.7628829274618,2668.78486152274
2014-02-20,279.30740469263174,-2385.223958457301,3132.8180127311434
2014-02-21,564.5433785083237,-2090.6050008146576,3203.3919152452036
2014-02-22,201.19032365185922,-2405.938332234923,2854.2559593282604
2014-02-23,431.3434036900878,-2488.0894210616557,2973.919359683136
2014-02-24,699.910292473249,-2165.803169420184,3480.5002926423226
2014-02-27,693.1939596695933,-2012.462240866151,3674.1206483469145
2014-03-01,767.9633167500118,-2043.8586044404947,3534.852835755877
2014-03-02,1063.1631349245943,-1781.2409518219956,4064.8462439252407
2014-03-03,1387.396492314822,-1239.340819484075,4301.886696079005
2014-03-04,921.4191688694189,-1668.6586473589168,3745.760922119259
2014-03-05,170.19720681010904,-2607.876007434123,2936.9244313375866
2014-03-07,1856.1615824603778,-807.3628120907141,4476.634991346951
2014-03-10,2140.2202603741775,-723.9506762202226,4830.7510647922345
2014-03-11,1635.9199753839582,-1185.8550126505247,4364.768025076068
2014-03-14,2397.9038834583084,-463.98841898961507,5270.469025402113
2014-03-15,2032.067972183308,-631.0924054268236,4652.9300761142595
2014-03-16,2234.1902681641845,-606.8766346359499,4973.250959707152
2014-03-17,2449.864132342122,-198.55208618017113,5240.582909954855
2014-03-18,1862.104250463116,-832.3052411186098,4578.4019921077515
2014-03-19,978.3604949356911,-1787.2825935547028,3598.1768349992954
2014-03-21,2377.7663716644274,-373.46672659968095,5112.243491981942
2014-03-22,1936.167070034028,-783.1548150922958,4701.394168286189
2014-03-23,2067.9225008764865,-759.3060884184046,4672.642679998961
2014-03-24,2219.7391680526807,-526.6640860831421,4901.273333449984
2014-03-25,1575.5654016671185,-1353.3332431029228,4282.827897845877
2014-03-26,643.5887624249112,-2135.113345844983,3289.3145638464603
2014-03-28,1972.980111324188,-610.1380550479671,4766.828626911999
2014-03-29,1510.019254223119,-1215.0779806905782,4228.8338103495835
2014-03-30,1629.4381729238794,-989.4754467097722,4293.720009040776
2014-03-31,1777.6370514673958,-815.7294242612854,4596.266977187974
2014-04-01,1138.0722882233042,-1648.5623300971893,3667.7931973339505
2014-04-02,218.2723875463671,-2450.102624063343,2936.0669397563647
2014-04-03,1368.5010087364703,-1541.944768795104,4117.063560721429
2014-04-04,1591.3844446813428,-966.5831899402867,4127.478007383071
2014-04-05,1158.027458049825,-1536.017788407072,3975.543645458252
2014-04-06,1310.7942352625437,-1503.5355495625588,3894.1753045034056
2014-04-07,1494.97173117198,-1159.8457672951718,4269.264022526706
2014-04-08,892.8992273672255,-1876.8601719758879,3623.0194691736206
2014-04-11,1457.1367465736585,-1338.6554803339511,4300.862633270419
2014-04-12,1057.0535203512359,-1832.5433230346373,3563.9922901002096
2014-04-13,1239.909164518705,-1547.1513877916598,3938.179194841934
2014-04-15,870.3485155244949,-1849.8045920121565,3521.278216694506
2014-04-16,5.934420295747714,-2598.0648819743687,2678.640593744607
2014-04-18,1472.8327948169467,-1467.5291635152928,4080.0495437893164
2014-04-19,1076.1958778439562,-1703.4167226967745,3809.111521896064
2014-04-20,1258.2022420769192,-1528.610234577041,4134.05368373887
2014-04-21,1463.9380739229414,-1399.2811302736998,4192.117052817535
2014-04-22,875.7955771563104,-1780.15426969333,3617.7002468337405
2014-04-23,0.5058259876318516,-2911.601125477377,2700.2128731917055
2014-04-25,1440.0927204405627,-1277.5419139953513,4034.6195736966865
2014-04-26,1028.482217142788,-1793.3435533129896,3635.581291059883
2014-04-28,1387.3331763202245,-1487.4232352072352,4098.324201478864
2014-04-29,786.6705525261985,-1822.8571212398117,3406.400203949743
2014-04-30,-99.01596011858373,-2924.1040958956214,2635.2353132122353
2014-05-02,1328.1883328449303,-1418.4677859190394,4018.792977941047
2014-05-03,915.364288924978,-1817.502583665566,3688.372811715957
2014-05-04,1084.9436808526846,-1660.2357535060112,3588.9583917935406
2014-05-05,1282.833041934341,-1342.8478964084331,3828.228849117824
2014-05-06,692.0812391484587,-2027.2912007374025,3389.120051326553
2014-05-07,-180.1048489176319,-2907.3229024501175,2540.620969233645
2014-05-08,1016.3002529555032,-1664.3874241827853,3960.1457688008504
2014-05-09,1283.7635676556906,-1482.1564747382442,3797.0723070579884
2014-05-10,893.3031415148015,-1870.148150635901,3505.8431532797654
2014-05-11,1087.2610732379922,-1630.72104748436,3788.0827009713594
2014-05-12,1310.957666110975,-1428.0373757373006,3827.9874776660527
2014-05-13,746.8108443639564,-2022.2025318225546,3679.9941861317716
2014-05-14,-98.6297831249426,-2632.3587146772716,2606.445319350883
2014-05-16,1416.503083231497,-1181.2895656410885,4059.8290337973585
2014-05-17,1049.2837830066055,-1673.8103694300908,3875.8107451956625
2014-05-18,1264.1026324351176,-1422.243126920564,4062.394088882139
2014-05-19,1505.7635074425918,-1146.8749089377486,4233.2015868150165
2014-05-20,956.24291892436,-1749.307611667211,3663.4247440959225
2014-05-21,121.73515451433764,-2597.458542633897,2880.984463128097
2014-05-22,1351.3401782950746,-1313.1165119303032,4119.251183338875
2014-05-23,1646.711023083757,-1111.5766780692263,4326.0284459698805
2014-05-24,1278.1842058151765,-1426.8807846789564,4069.134255765203
2014-05-25,1487.569677547715,-1260.8643902746132,4205.329468844014
2014-05-26,1719.817485553333,-799.7457564064547,4376.107082317658
2014-05-27,1157.1450279191129,-1431.2050401334561,3940.2120764318074
2014-05-28,306.07416087366937,-2314.728564837784,2957.8967527179466
2014-05-30,1789.370544741486,-935.5882761921945,4303.155474939287
2014-05-31,1396.714859301856,-1415.9138266189782,4085.3206549585816
2014-06-01,1580.5070330566869,-971.1596435796323,4381.506727479299
2014-06-02,1786.2732365064523,-874.1243312474529,4380.131867673441
2014-06-03,1196.812374079457,-1301.7628042854071,3806.9654853799166
2014-06-04,319.2179796268788,-2339.147565172325,3016.3138866256973
2014-06-06,1752.4132979054634,-868.8909401819105,4616.9842691459435
2014-06-07,1337.149062859213,-1356.6241471667956,4232.929005984135
2014-06-08,1500.5131432302344,-1158.1479478672748,4036.053739851135
2014-06-09,1688.3623771739576,-1052.7167256287967,4675.267590597251
2014-06-10,1083.7514999273794,-1626.4483285920765,3745.7563727917827
2014-06-13,1611.8731178671828,-1064.1052059994233,4284.075646869437
2014-06-14,1193.4984987541034,-1435.8118220146182,4022.2366731461548
2014-06-15,1356.6177834858936,-1322.1283855384947,4246.439550991478
2014-06-16,1546.8907589884861,-1304.1692139352253,4167.470568897739
2014-06-17,947.1183789539033,-1594.8789181483203,3636.8555218218607
2014-06-18,64.27041424908202,-2576.226129920609,2973.8919247767903
2014-06-20,1501.0656110664609,-980.0241265672493,4342.016110811188
2014-06-21,1093.8739794574453,-1708.350020960459,3741.54409162569
2014-06-22,1268.837858959234,-1346.2747096463982,4241.884827341555
2014-06-23,1471.24876858877,-1405.294900841932,4281.851654408893
2014-06-24,883.5589549173819,-1870.4887937049896,3641.5959643671467
2014-06-25,12.418368451051037,-2838.1527347197875,2755.920104412699
2014-06-27,1470.4146840700676,-1134.3558906588848,4113.927860897437
2014-06-28,1072.2863900833097,-1511.6462604217827,3666.798793369006
2014-06-29,1255.085707479758,-1316.430986376053,3962.7905211986586
2014-06-30,1464.0177154980167,-1198.900017486436,4176.2456641678455
2014-07-01,881.5008322265033,-1784.820057164634,3658.9303190864484
2014-07-02,14.20172846574087,-2730.1228321422204,2669.0935382360813
2014-07-04,1476.183073861217,-1196.6961628259712,4039.364931382948
2014-07-05,1078.44497970547,-1543.0415155818569,3851.190718468397
2014-07-06,1260.7829339134419,-1507.5221316047873,4013.0195439157624
2014-07-07,1468.5921963077892,-1459.2160366127696,4100.693189898482
2014-07-08,884.4936773872582,-1666.1213882821805,3727.2846439302643
2014-07-09,15.360472601759056,-2885.429121636837,2438.5531906457454
2014-07-11,1473.7128329907978,-1156.1058930738975,4064.77993103743
2014-07-12,1074.5410972939153,-1852.4809591854412,3900.2857403971775
2014-07-13,1255.9023054308338,-1356.7141799741955,4016.9185465536634
2014-07-14,1463.307584487935,-1163.7482636283285,4282.72372303437
2014-07-15,879.45994594156,-1850.9462119332998,3670.86840404954
2014-07-18,1473.6377867063168,-1418.3399431461546,4292.045386728405
2014-07-19,1077.432880206428,-1573.1772759025305,3864.82637805592
2014-07-20,1262.290791507051,-1483.3127892534437,3835.27169604987
2014-07-21,1473.6045042119913,-1478.4283569020124,4030.136246078927
2014-07-22,893.9383652263601,-1736.2274300042766,3712.0591525518735
2014-07-23,30.05881421012714,-2864.9623894165197,2829.086934519889
2014-07-25,1500.7445213767148,-1081.8326147264142,4152.216608898618
2014-07-26,1108.253698037706,-1744.4305259193907,3990.3692281365475
2014-07-27,1296.3398284576106,-1396.6734440246921,4106.440629906501
2014-07-28,1510.2820635593878,-1140.4777979408964,4354.672625598871
2014-07-30,69.8861451560872,-2535.1885880534246,2673.3528797749937
2014-08-01,1540.7587125740117,-1262.099056392042,4271.906177818438
2014-08-02,1147.3441983114635,-1397.7094055254156,3735.271416519159
2014-08-03,1333.9629537809126,-1564.0156558791725,4070.9795838597615
2014-08-04,1546.046360187105,-1012.4813206881192,4076.0699413141706
2014-08-05,966.2634385063001,-1735.5576760674426,3636.2286395795654
2014-08-06,101.55249011311889,-2610.6807914185465,2587.4980377672537
2014-08-08,1569.4433753431915,-1072.1064966926333,4708.834990859281
2014-08-09,1175.6429417288982,-1538.9271525379518,3896.3288991788936
2014-08-11,1577.2238000134969,-1117.9879517453508,4413.019074526184
2014-08-12,1001.2618634115711,-1761.0124803759543,3781.7636599465873
2014-08-15,1628.276870395409,-1056.5127306698937,4551.9008509121995
2014-08-16,1247.116212274445,-1707.0625272459208,3847.7384220417753
2014-08-17,1449.6178075148664,-1287.401775146486,4043.484128948085
2014-08-19,1125.662207501692,-1704.5303690267854,3958.213449127558
2014-08-20,289.14751421103347,-2241.788107757182,2911.600777686264
2014-08-22,1826.1753920046197,-1071.377509847188,4484.5323214953705
2014-08-23,1473.0254122219253,-1266.621914802131,4269.32213950362
2014-08-24,1704.6992991492284,-1066.9606617874924,4336.546255876604
2014-08-25,1966.4794835416674,-611.2119959967,4669.940558370931
2014-08-26,1440.759562015332,-1311.402214925788,4189.379696063549
2014-08-27,634.0728647572781,-2278.9790587634566,3297.3840183084203
2014-08-29,2227.631618849181,-672.5371868277634,5025.677150358048
2014-08-30,1900.0331177382227,-915.8310468747782,4802.737753010515
2014-08-31,2154.683421806117,-350.1731974745681,4824.638176881594
2014-09-01,2436.309929570737,-209.18946553556998,5074.470793941058
2014-09-02,1926.780833698846,-797.8029981733449,4663.060086254377
2014-09-03,1132.1450634638986,-1731.4161602668519,3650.8984165385723
2014-09-05,2735.7165791315047,41.2870721401119,5280.638067638883
2014-09-06,2405.40745966999,-322.2822238709756,4881.0421401328895
2014-09-07,2651.8782604154176,-85.20906472823592,5383.9463395136245
2014-09-08,2919.715751791121,234.28015298830167,5654.968890320025
2014-09-09,2390.7349287198113,-479.82827430634484,5111.0371086940995
2014-09-10,1571.0215256638696,-1261.401386811549,4245.211200229792
2014-09-11,2809.6166965175817,144.92887929793628,5472.955939800913
2014-09-12,3108.160806942773,436.49235454770155,5795.471917407107
2014-09-13,2737.020070813097,-99.73800078961057,5450.2883913234555
2014-09-14,2938.072742667895,91.87833321675821,5744.128448138524
2014-09-15,3156.372224877414,487.01329145412956,5851.853682380081
2014-09-16,2574.271129706617,-168.20733372094017,5431.497946240612
2014-09-17,1698.4556881476565,-990.1293379119949,4577.941513620824
2014-09-19,3117.1064414799466,474.4817080514754,5924.952175923008
2014-09-20,2685.0086192039134,66.43047752834457,5213.4041265403785
2014-09-21,2824.959697277258,150.97439572010677,5458.255797608966
2014-09-22,2982.7777457467755,342.4634112544563,5848.7485082305375
2014-09-23,2341.579895543094,-409.05193372857275,5092.899637288526
2014-09-24,1408.8056960647364,-1173.864003093172,4054.4716793587054
2014-09-25,2534.881966881693,-266.8247967134422,5201.149288870303
2014-09-26,2722.8464342086263,34.993031750534094,5535.896594849039
2014-09-27,2244.454227641768,-500.42095421542757,5191.115612976145
2014-09-28,2342.9442686119996,-402.9607005796912,5101.152541818733
2014-09-29,2464.683210072646,-139.37147272975918,5198.673629920476
2014-09-30,1793.2712410128654,-736.9892005535439,4518.369871554323
2014-10-01,836.5593911077298,-1933.156116139495,3480.868649702314
2014-10-02,1945.3093523952668,-722.1538447966869,4602.812286805151
2014-10-03,2122.8131284735664,-740.8919305657772,4974.188777022623
2014-10-04,1640.9965910087903,-858.4965156726726,4349.696826367043
2014-10-05,1743.1839662261805,-1126.2577703333704,4457.780790436865
2014-10-06,1875.7408912764618,-893.7437875835,4621.381987768379
2014-10-07,1222.1803262803628,-1440.6897389763026,4058.904569966266
2014-10-08,290.18092341082183,-2484.982777987398,3175.865934949369
2014-10-09,1430.2488323492437,-1289.6425979830256,4120.714870271445
2014-10-10,1645.340212824395,-1250.100324282413,4143.203077144703
2014-10-11,1206.9684937668746,-1324.8472232472204,4008.2623656435144
2014-10-12,1357.9733618915532,-1234.5721672279062,4003.0002948835217
2014-10-13,1544.1690805849225,-1035.4854679812584,4302.8300320104445
2014-10-14,948.4563868019873,-1689.0124959185362,3692.7753094009704
2014-10-15,77.84752972944602,-2510.511321355539,2874.821524103187
2014-10-16,1282.1353922889132,-1366.6179826179152,4027.9677259133314
2014-10-17,1563.5239262518385,-1045.3941724186607,4456.8043098127155
2014-10-18,1192.7438969487798,-1515.4978320500727,3796.7962667171664
2014-10-19,1411.8308715852959,-1329.6938639206849,4187.192899365307
2014-10-20,1665.7829949100485,-1186.5925334603342,4253.749226666931
2014-10-21,1136.6827394328802,-1513.1337158422127,3791.0819021186103
2014-10-22,330.73210773146775,-2391.903702658911,3195.7442111155606
2014-10-24,1936.7239099412675,-664.1088169422377,4783.38698711287
2014-10-25,1620.1147084139993,-884.9936536154122,4635.735722964021
2014-10-26,1888.4665172641398,-844.9813746201089,4674.796816121133
2014-10-27,2186.1638719137045,-466.53525108745544,4799.606167926007
2014-10-28,1694.7453166430405,-1195.810855509844,4318.0298438212985
2014-10-29,919.9477106025602,-1866.6382797915617,3623.3522689300216
2014-10-31,2567.2418794911614,-213.10776065504717,5106.160701360146
2014-11-01,2260.3156097760007,-430.517518023724,5078.180515359094
2014-11-02,2530.8999994122405,-162.97679187685335,5167.58607865741
2014-11-03,2823.411398651021,-14.429132061383255,5521.688110292302
2014-11-04,2319.5310060612223,-410.93226365615146,5019.734331685239
2014-11-05,1525.2491969407095,-1378.4214251769536,4290.721363840421
2014-11-06,2789.5515099270515,153.46557109462998,5451.891258081887
2014-11-07,3114.063162773079,128.87710348324413,5976.950497506639
2014-11-08,2769.175754724901,4.080019340605651,5287.377332122015
2014-11-09,2996.8327808150025,253.81835872148977,5776.7337559090565
2014-11-10,3242.191233222421,590.1679593143868,6119.706683921922
2014-11-11,2687.7432504629023,52.86837808618476,5491.585214733617
2014-11-12,1840.3471371072403,-974.4265426113056,4563.194440977937
2014-11-14,3318.9586485738428,614.4065315945758,6056.602714438195
2014-11-15,2918.8640508602957,-41.33704515627528,5592.697635793935
2014-11-16,3092.4940153391226,403.96077009249746,5788.101061786731
2014-11-17,3285.9139882674235,538.7207232397051,5968.339356099293
2014-11-18,2682.4789403797204,-211.55796891411603,5244.081160963641
2014-11-19,1789.8465126015717,-1093.9151599565096,4607.246674468338
2014-11-20,2958.6310841011245,221.28076474499824,5829.9399855040865
2014-11-21,3192.0162692017457,327.75881808570693,5857.944303201574
2014-11-22,2761.8501703878314,62.60534498514559,5412.1270867656685
2014-11-23,2911.400702612314,261.46766462767374,5637.6592425394665
2014-11-24,3086.9889580412478,323.2012771657168,5620.067930753292
2014-11-25,2472.085253440413,-444.362107522691,5184.478858205579
2014-11-26,1574.3178343793618,-1327.0953287300435,4113.6788442032375
2014-11-27,2744.1255929296703,30.698980979811836,5511.457328822979
2014-11-28,2984.37243954516,331.2782098952945,5679.1171298051895
2014-11-29,2566.4477186982326,-220.205927429725,5370.278253548493
2014-11-30,2733.0299691837336,-30.563357298492516,5402.80616094811
2014-12-01,2929.731904853866,18.715637424494528,5548.3534917049365
2014-12-02,2339.2110886186,-384.4452942333893,5044.665231840948
2014-12-03,1468.1960008611002,-1107.0988410229818,4327.623729920462
2014-12-04,2666.1585731892756,-282.41064533167713,5392.462184419032
2014-12-05,2934.950389134775,152.16536740683003,5699.176715348539
2014-12-06,2544.9265026304897,-32.273663189994274,5353.201337458624
2014-12-07,2737.7336585085122,-96.03253664723731,5470.641031534132
2014-12-08,2957.9802365419655,210.36839079950323,5818.787773446696
2014-12-09,2387.3718042945584,-175.97842841024942,5218.175089889565
2014-12-10,1531.7614019812795,-1356.0925601816418,4293.682264692789
2014-12-12,3012.818709851802,331.9444194001592,5748.071527651312
2014-12-13,2620.5213546066398,-189.31161498750004,5274.577853345004
2014-12-14,2804.238289362819,-44.48984966102204,5361.166914577008
2014-12-15,3008.3837268878024,214.26572215395782,5628.779251034794
2014-12-16,2414.644840575689,-152.7254679910079,5199.115259616349
2014-12-17,1529.0365471267355,-1414.5012635219407,4323.933830254734
2014-12-19,2931.041624051916,309.70937325611203,5654.612100116324
2014-12-20,2490.8952356793325,-320.96115795640384,5363.301328212455
2014-12-21,2622.285020084042,-118.4719256258121,5355.064088082898
2014-12-22,2770.6050668533626,163.27764791650264,5494.475986726136
2014-12-23,2118.6401220684256,-328.0392500152673,4810.64983774338
2014-12-24,1173.596527667537,-1525.5986120316854,3854.697941591146
2014-12-26,2458.176277408122,-9.925958721771668,5077.175792664748
2014-12-27,1962.6420267004053,-852.2532121774989,4608.0548172508015
2014-12-28,2042.5775192651988,-631.3722095299585,4943.045680157457
2014-12-29,2144.6044998201114,-508.26091173021365,4755.040331390012
2014-12-30,1452.6504862257143,-1394.1313700196738,4303.87524089938
2014-12-31,474.950628255252,-2363.705002985764,3152.4224934699823
2015-01-02,1719.6032871649822,-1114.6330796618429,4493.723202082226
2015-01-03,1218.0592064625691,-1475.0911195189956,4010.6765660580922
2015-01-04,1301.8028887182768,-1255.5914617762035,4083.2592485466166
2015-01-05,1417.578965293592,-1143.8176421981734,4439.293232515713
2015-01-06,749.2176572727406,-2036.433656813254,3535.82049528611
2015-01-09,1141.7377491188402,-1358.1174505405465,4039.399474975766
2015-01-10,697.8390821636283,-2006.6821602111681,3278.5777679142325
2015-01-12,1029.9294023541513,-1566.2154178818057,3751.470491817812
2015-01-13,433.8306339602675,-2268.983547285207,3103.994102322804
2015-01-17,676.2845679642467,-2038.231715226979,3408.417892181226
2015-01-19,1136.6094198107226,-1524.1863002898338,4078.4247913798745
2015-01-23,1321.7650751249566,-1301.0521575102903,3887.78552935196
2015-01-24,966.2776790735478,-1844.3430044903853,3801.8191827655205
2015-01-26,1429.456708275821,-1361.7764296281907,4069.0366905162045
2015-01-27,873.4635554283315,-1937.521549130859,3555.2716377210068
2015-01-28,25.25982878592754,-2765.0249149186166,2756.1382539583865
2015-01-30,1500.2763516316872,-1277.4962996442657,4161.98708510163
2015-01-31,1095.532280797477,-1583.8021009085542,3898.052549695688
2015-02-03,825.3232769113245,-1868.8695774505222,3509.9961900319927
2015-02-06,1263.981048450254,-1334.557658387882,4084.9522558712974
2015-02-07,802.002082718368,-1951.859676709777,3727.785206851472
2015-02-08,916.2621816822419,-1987.1873877829837,3662.8116540158144
2015-02-09,1053.7053541519488,-1574.7289280570894,3866.3917694651136
2015-02-10,398.5766298495746,-2339.938033868148,2973.877195232142
2015-02-14,331.01844858720165,-2404.2358553927484,2895.592211834492
2015-02-15,462.5700105534595,-2268.659916183082,3177.746920416185
2015-02-16,628.8667122557023,-2047.6439582520063,3443.466421149219
2015-02-18,-874.722136597431,-3646.550512836688,1918.174731726582
2015-02-20,582.5760246070861,-1979.3035927260948,3428.9509233251283
2015-02-21,202.55500959522624,-2588.614089409571,2662.5916237627375
2015-02-22,416.2788896584034,-2262.6925988305807,3209.6945605440105
2015-02-23,668.9890129164279,-1987.383749775742,3374.070681978793
2015-02-25,-655.9857454759194,-3441.998423651257,2157.8374591962597
2015-02-27,975.6758750686488,-1728.2214307110355,3654.287790662827
2015-02-28,676.8162753471443,-2131.204050289042,3394.6084061396987
2015-03-01,965.4720980810362,-1971.9652415460334,3785.3283283106352
2015-03-02,1285.3791923103904,-1397.2955724339313,3984.403998125879
2015-03-05,1380.4285605096638,-1466.7729699735846,4059.0158722374786
2015-03-06,1759.7741169585452,-767.5093567936048,4358.736796315225
2015-03-07,1473.5732396563765,-1388.4926742085092,4059.0320993381747
2015-03-08,1762.4454469962798,-999.5628360041418,4627.911967792471
2015-03-09,2070.2119562827584,-789.1675832129644,4979.407297171714
2015-03-10,1578.0443385283477,-1165.4071378935375,4419.9933551077675
2015-03-12,2059.3230030858194,-743.8416477418986,4485.122649930677
2015-03-13,2382.882237388717,-368.8294797390275,5149.496490101428
2015-03-14,2032.5116827665272,-632.7982287711883,4705.276439968496
2015-03-15,2250.188300186752,-459.7339955812394,4893.092837594894
2015-03-16,2481.209676642852,-87.46101263021916,5197.235237998106
2015-03-17,1908.307424365207,-733.4524518832695,4952.813677252093
2015-03-19,2222.5864967740126,-590.3491564643336,4944.6539177636405
2015-03-20,2463.0879429385195,-140.11750967253906,5140.8943613383
2015-03-21,2032.0123845661892,-761.1357865017353,4988.779671146538
2015-03-22,2172.779360657444,-528.77557367687,5012.242897140773
2015-03-23,2331.983680250771,-348.816448361415,5039.265066687764
2015-03-24,1693.5118301521775,-1183.6112595458378,4503.977101793135
2015-03-26,1899.1227961319587,-861.1032180079749,4702.549409217259
2015-03-27,2097.896669929344,-673.022711028257,4789.167207624851
2015-03-28,1634.0628557825128,-980.9289104016127,4340.8372963102065
2015-03-29,1751.1873283038994,-1082.9596210914572,4449.012935354156
2015-03-30,1895.8199938733624,-914.3008447514298,4728.01303358077
2015-03-31,1251.5898277304655,-1430.6264549704354,3783.1796093785856
2015-04-02,1470.163638632872,-1185.216461618656,4275.408002909335
2015-04-04,1245.8480591243008,-1436.1583946290507,4021.56028066411
2015-04-05,1391.469745773868,-1522.590692861595,4199.497836680318
2015-04-06,1568.6178359204,-984.1460150799583,4355.801390257384
2015-04-07,959.8136785323073,-1918.6746650827797,3521.851836578478
2015-04-09,1253.513582076207,-1323.0515771986188,3883.7731179361917
2015-04-10,1507.163271520703,-1206.2557050136052,4190.765173427546
2015-04-11,1102.9377474201922,-1727.6586325141586,3858.139363668134
2015-04-12,1282.5182813543036,-1613.2520176220314,3951.237252468453
2015-04-13,1490.6139860059382,-1063.6832951626004,4114.896893087664
2015-04-14,909.1028486686165,-1743.9588965434843,3613.2812617971535
2015-04-16,1244.5753103722518,-1492.1140794832509,3872.4454189003486
2015-04-17,1512.161299707699,-1101.0026434010576,4205.539179284409
2015-04-18,1117.1340516749221,-1591.3005770309176,3868.733950020119
2015-04-19,1301.2842375345313,-1368.0485579228614,3858.359319194939
2015-04-20,1509.5709342537439,-1304.7383413917157,4148.198402216609
2015-04-21,924.250220077647,-1879.349789169493,3836.850028210762
2015-04-22,51.912356760755074,-2701.465538995398,2905.7197200420483
2015-04-24,1497.2326523163729,-1308.9125864583818,4169.589385980023
2015-04-25,1088.1371243220472,-1535.0085654165096,3978.6223115793773
2015-04-26,1257.4014513077893,-1603.7691227788885,4022.344468167202
2015-04-27,1450.7296230674935,-1506.9465334976594,4123.8244460819615
2015-04-28,851.1058543726361,-1882.5708889510254,3627.9655832739836
2015-04-29,-34.189806924349796,-2808.8130275386093,2461.278738754749
2015-04-30,1145.075078809953,-1557.1241577897017,3971.977948778744
2015-05-01,1391.7005067144505,-1462.4781492948553,3963.103048016118
2015-05-02,977.1522516438406,-1540.2191145011388,3764.0165270139273
2015-05-03,1144.32056886996,-1456.3509174604806,3734.0723279755334
2015-05-04,1339.15740728755,-1366.8162207457788,3867.218020263841
2015-05-07,1060.355566261309,-1686.0399268410135,3738.5581143713766
2015-05-08,1323.0160543618886,-1632.8049757116514,3952.1004464557627
2015-05-09,927.5855559913813,-1619.2300115909366,3803.8416716131637
2015-05-10,1116.53006369011,-1788.5866972335557,3751.5747055763973
2015-05-11,1335.2955158844309,-1371.040234476237,4311.534713803828
2015-05-12,766.4236702354979,-2005.5974900524632,3480.1754617938795
2015-05-13,-83.41726469249556,-3027.896216684709,2551.6899051208875
2015-05-14,1135.2435470626513,-1731.9463424041978,3710.2724175424587
2015-05-15,1424.318297528518,-1251.6898353890865,4129.984688157486
2015-05-16,1054.2855268149874,-1795.8770380743547,3671.918671459535
2015-05-17,1266.977975570697,-1487.018449117431,3946.1394201622065
2015-05-18,1507.2504650240635,-930.7724304105674,4199.353448565091
2015-05-20,122.7682320485626,-2528.3314443060112,3011.181675192709
2015-05-21,1353.3135076654553,-1263.4370243960707,3976.403856677072
2015-05-22,1650.37457277024,-964.8255219539183,4318.30139167251
2015-05-23,1284.244091749914,-1294.5635962257052,4057.893950479584
2015-05-24,1496.6716615428547,-1457.5134646647823,4354.8972952443655
2015-05-25,1732.5323769000465,-1165.3182385612731,4431.139072783652
2015-05-26,1173.9563460601516,-1569.3089982781462,3836.7342630838316
2015-05-28,1542.1682429147147,-950.404026722178,4193.052902297633
2015-05-29,1820.3691751353722,-1009.7266076463038,4591.217154403338
2015-05-30,1432.7173101155622,-1489.4238861890876,4092.9321772860817
2015-05-31,1621.470034021737,-1110.092676218769,4580.710858341111
2015-06-01,1832.0500973383857,-1068.4645610528319,4607.80667465248
